순취득",수출,최종수요계,총수요계,,
700,연구개발,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,235 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"986,864 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"988,099 ",0 ,0 ,"76,577,988 ","12,139,419 ",0 ,0 ,"5,221,976 ","93,939,383 ","94,927,482 ",,
711,법무 및 경영지원서비스,"2,433 ","2,464 ","10,134 ","4,839 ","97,282 ","2,265 ","83,782 ","28,397 ","22,162 ","19,373 ","1,316 ","98,671 ","565,698 ","145,430 ","340,206 ","236,381 ","627,223 ","645,950 ","1,034,721 ","301,852 ","193,010 ","180,473 ","148,947 ","73,623 ","140,793 ","74,358 ","339,838 ","206,300 ","56,148 ","97,073 ","61,314 ",394 ,"214,541 ","394,327 ","86,548 ","15,433 ","1,324,239 ","185,829 ","1,924,272 ","641,704 ","1,713,837 ","196,287 ","1,728,421 ","291,919 ","116,721 ","890,067 ","640,097 ","438,131 ","786,024 ","157,442 ","45,438 ","205,567 ","33,817 ","85,573 ","718,530 ","191,728 ","117,592 ","1,593,348 ","307,050 ","223,632 ","170,457 ","413,825 ","42,215 ","962,353 ","76,896 ","103,472 ","555,509 ","770,436 ","223,639 ","164,795 ","149,271 ","184,227 ","722,850 ","316,192 ","483,179 ","137,753 ","363,468 ","651,519 ","421,757 ","503,424 ","352,329 ","336,118 ","56,049 ","133,184 ","142,437 ","347,067 ","492,907 ","487,959 ","176,858 ","49,758 ","98,028 ","349,961 ","237,328 ","1,009,658 ","34,378 ","838,658 ","997,540 ","112,337 ","29,881 ","53,715 ","427,990 ","151,725 ","1,579,652 ","1,367,359 ","26,337 ","21,190 ","42,201 ","335,610 ","212,002 ","280,456 ","789,008 ","619,782 ","178,647 ","201,716 ","206,395 ","253,875 ","91,190 ","10,429,948 ","11,116 ","482,302 ","416,366 ","14,517 ","138,345 ","153,467 ","2,130,911 ","203,800 ","5,074 ","545,481 ","1,827,350 ","180,309 ","1,207,058 ","141,308 ","175,671 ","381,719 ","414,884 ","174,316 ","132,163 ","110,410 ","892,720 ","969,934 ","1,288,765 ","500,298 ",0 ,"1,365,695 ","338,041 ","2,919,195 ","2,386,205 ","9,706 ","327,589 ","781,406 ","771,954 ","381,813 ","134,555 ","1,679,098 ","510,948 ","18,369 ","1,506,553 ","444,887 ","261,563 ","129,775 ","351,995 ","332,347 ","911,063 ","57,538 ","3,562 ","80,201,575 ","2,224,101 ",0 ,0 ,0 ,0 ,0 ,"5,113,192 ","7,337,293 ","87,538,868 ",,
712,광고,"4,339 ","4,603 ","1,522 ",786 ,"2,222 ",495 ,566 ,"4,842 ",19 ,185 ,182 ,832 ,"35,567 ","19,203 ","30,854 ","4,953 ","22,342 ","17,577 ","149,163 ","4,418 ","134,105 ","50,754 ","41,134 ",256 ,991 ,675 ,"18,137 ","74,101 ","26,464 ",537 ,"3,085 ",211 ,"5,447 ","50,779 ","7,967 ",48 ,"11,460 ","1,863 ","1,521 ",478 ,"1,482 ",112 ,"191,727 ","13,038 ","8,637 ","94,214 ","10,865 ","11,759 ","41,991 ","94,233 ",191 ,"3,019 ","3,195 ",202 ,"8,169 ","4,101 ","1,041 ","5,468 ",516 ,"1,465 ",288 ,"4,501 ",905 ,"6,217 ","2,303 ","6,086 ","38,812 ","44,102 ","17,372 ","7,000 ","5,075 ","10,246 ","13,312 ","156,206 ","23,036 ","6,246 ","3,785 ","19,858 ","9,346 ","2,536 ","144,272 ","17,724 ","1,618 ","3,991 ",300 ,"10,182 ","57,704 ","1,300 ",898 ,529 ,"1,504 ","1,433 ","1,629 ","164,336 ",519 ,"14,779 ","9,205 ",561 ,"13,511 ","4,077 ","37,694 ","60,230 ","30,340 ","24,785 ","9,200 ",669 ,"4,150 ","9,669 ","26,280 ","26,277 ","235,104 ","240,894 ","54,285 ","60,127 ","44,794 ","69,829 ","25,325 ","4,887,511 ","1,442 ","30,073 ","5,924 ","18,199 ","6,655 ","2,680 ","7,289 ","7,333 ","11,580 ","34,935 ","214,797 ","26,611 ","342,205 ","5,130 ","22,855 ","636,894 ","983,333 ",91 ,"271,739 ","148,537 ","38,988 ","85,223 ","141,802 ","37,212 ","39,666 ","153,612 ","7,827 ","32,685 ","529,328 ","2,203 ","8,476 ","17,694 ","2,130 ","11,192 ","17,216 ","16,951 ","292,346 ","10,774 ","365,542 ","46,897 ","28,377 ","190,912 ","130,235 ","43,463 ","100,917 ","100,977 ",429 ,"13,135,951 ","157,041 ",0 ,0 ,0 ,0 ,0 ,"1,385,417 ","1,542,458 ","14,678,409 ",,
721,건축·토목 관련 서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,967 ","1,018 ",0 ,384 ,"1,593 ",729 ,"2,974 ",87 ,137 ,"1,251 ",0 ,100 ,90 ,0 ,103 ,58 ,59 ,20 ,46 ,0 ,0 ,142 ,69 ,0 ,0 ,0 ,0 ,11 ,60 ,0 ,0 ,7 ,0 ,259 ,7 ,0 ,"1,361 ",0 ,0 ,"2,908 ",810 ,11 ,"2,684 ","2,500 ",124 ,"1,615 ",4 ,386 ,302 ,444 ,484 ,"4,803 ",992 ,"4,785 ","3,013 ",0 ,0 ,0 ,0 ,0 ,0 ,"4,025 ",38 ,0 ,"2,100 ",0 ,0 ,0 ,"5,573 ",0 ,275 ,"1,523 ","1,535 ","3,438 ","2,194 ","2,406 ",842 ,383 ,"2,608 ","3,891 ","5,529 ",0 ,0 ,0 ,181 ,0 ,0 ,0 ,793 ,106 ,"5,366 ",0 ,0 ,"2,556 ",0 ,"11,061 ","12,060 ","3,278 ","6,126,555 ","6,573,691 ","182,687 ","1,563,337 ","1,431,862 ","1,532,844 ","358,131 ","6,281 ",0 ,"3,368 ","1,610 ",0 ,"5,022 ",0 ,0 ,0 ,0 ,0 ,610 ,"4,225 ","7,348 ",0 ,0 ,"3,128 ","7,060 ","1,543 ","2,122 ","3,064 ",0 ,0 ,0 ,0 ,0 ,"103,296 ","12,727 ","29,946 ","185,114 ","5,128 ","342,063 ","64,570 ","2,629 ","7,505 ","3,559 ","5,471 ","854,055 ",15 ,"8,591 ",26 ,"4,554 ","4,395 ",205 ,0 ,"1,558 ",35 ,445 ,"19,560,533 ","41,758 ",0 ,0 ,0 ,0 ,0 ,"4,680,515 ","4,722,273 ","24,282,806 ",,
729,기타 과학기술 및 전문서비스 ,"7,561 ","7,733 ","1,897 ","340,277 ","486,569 ","10,153 ","31,471 ","24,443 ","5,943 ",295 ,201 ,"31,736 ","88,802 ","32,760 ","18,355 ","6,479 ","9,532 ","34,698 ","56,413 ","55,823 ","17,402 ","19,920 ","1,607 ","5,757 ","28,772 ","30,841 ","34,878 ","200,284 ","53,218 ","20,524 ","19,641 ",439 ,"29,009 ","52,957 ","53,901 ","35,070 ","783,382 ","41,750 ","224,182 ","87,431 ","312,976 ","26,041 ","60,625 ","43,157 ","31,018 ","193,479 ","117,941 ","128,051 ","560,861 ","33,986 ","58,620 ","86,920 ","22,674 ","11,485 ","101,499 ","92,283 ","6,014 ","840,677 ","188,035 ","225,546 ","258,973 ","173,686 ","75,061 ","310,740 ","221,891 ","191,605 ","269,980 ","1,455,074 ","706,662 ","121,038 ","115,367 ","49,332 ","557,083 ","110,073 ","291,271 ","68,439 ","142,143 ","199,652 ","178,502 ","151,862 ","129,998 ","209,019 ","62,206 ","200,714 ","98,986 ","135,849 ","147,501 ","107,188 ","120,532 ","53,763 ","137,449 ","187,222 ","99,941 ","894,021 ","24,948 ","1,390,600 ","392,988 ","31,531 ","28,986 ","28,880 ","122,272 ","116,418 ","446,302 ","366,503 ","8,329 ","59,152 ","10,626 ","50,832 ","117,979 ","539,139 ","60,737 ","44,116 ","90,928 ","146,143 ","137,209 ","139,563 ","23,465 ","1,292,202 ","37,907 ","149,331 ","55,491 ","26,265 ","37,154 ","22,449 ","22,350 ","49,068 ","67,006 ","19,841 ","336,657 ","46,540 ","510,403 ","189,324 ","683,261 ","219,182 ","606,355 ","224,515 ","177,779 ","726,662 ","156,877 ","146,976 ","182,090 ","47,253 ","8,986 ","190,193 ","82,763 ","2,392,663 ","784,441 ","552,662 ","223,364 ","1,677,246 ","385,513 ","105,896 ","55,064 ","165,211 ","995,262 ","7,082 ","1,045,433 ","458,336 ","69,427 ","94,011 ","65,482 ","30,363 ","13,191 ","33,095 ",351 ,"34,213,436 ","2,515,894 ",0 ,"199,107 ",0 ,0 ,0 ,"2,538,377 ","5,253,378 ","39,466,814 ",,
730,장비·용품 및 지식재산권 임대,"4,166 ",544 ,583 ,"1,715 ","8,537 ",504 ,"17,891 ","8,374 ",19 ,10 ,"2,456 ","182,728 ","31,254 ","2,779 ",445 ,"2,535 ","9,229 ","11,584 ","11,536 ","16,847 ","4,946 ","4,580 ","1,057 ","1,361 ","18,065 ","22,500 ","4,844 ","13,478 ",932 ,"9,426 ","7,509 ",216 ,"18,015 ","34,620 ","85,018 ","26,242 ","138,764 ","1,529 ","16,408 ","8,095 ","27,971 ","2,564 ","10,517 ","7,151 ","2,634 ","30,122 ","9,930 ","50,005 ","192,240 ",399 ,"18,638 ","22,174 ","5,249 ","6,466 ","30,564 ","27,136 ",342 ,"331,588 ","58,482 ","27,786 ","10,632 ","15,764 ","14,265 ","48,992 ","32,841 ","60,293 ","71,729 ","559,099 ","156,436 ","40,391 ","31,445 ","51,166 ","197,503 ","67,037 ","19,108 ","4,645 ","12,990 ","77,457 ","8,563 ","55,127 ","15,659 ","49,396 ","4,503 ","33,416 ","10,503 ","51,497 ","19,034 ","5,796 ","26,085 ","3,033 ","22,822 ","10,742 ","3,023 ","291,204 ","14,744 ","240,880 ","158,343 ","11,632 ","34,951 ","22,132 ","9,296 ","7,864 ","592,829 ","164,029 ","43,743 ","8,954 ","2,666 ","36,695 ","49,724 ","393,154 ","888,532 ","778,863 ","199,561 ","261,896 ","124,965 ","194,509 ","55,396 ","1,107,222 ","16,658 ","181,805 ","625,338 ","232,476 ","72,119 ","35,238 ","70,094 ","293,056 ","6,885 ","31,632 ","17,730 ","2,006 ","350,870 ","62,052 ","59,541 ","143,145 ","210,619 ","91,988 ","55,083 ","53,051 ","133,167 ","121,805 ","307,757 ","77,399 ","287,102 ","119,144 ","59,220 ","1,677,544 ","1,071,231 ","638,059 ","298,470 ","184,636 ","4,407,742 ","43,373 ","31,428 ","22,759 ","1,475,001 ","25,801 ","346,415 ","830,654 ","109,922 ","29,604 ","234,249 ","21,385 ","13,208 ","14,656 ",123 ,"24,271,315 ","3,573,760 ",0 ,0 ,0 ,0 ,0 ,"3,181,946 ","6,755,706 ","31,027,021 ",,
741,사업시설 유지관리 및 조경서비스,0 ,0 ,604 ,994 ,"2,643 ",232 ,"16,487 ","12,517 ",213 ,0 ,33 ,"3,482 ","20,316 ",962 ,312 ,894 ,"5,929 ","9,721 ","14,370 ","8,066 ",940 ,142 ,981 ,179 ,"1,696 ","5,246 ",387 ,"1,461 ",355 ,"1,951 ","4,930 ",91 ,"15,675 ","15,999 ","16,936 ","5,793 ","138,557 ","7,486 ","39,879 ","20,182 ","46,333 ",408 ,"30,969 ","3,676 ","3,964 ","20,516 ","19,426 ","54,059 ","96,610 ",146 ,"4,533 ","12,197 ","4,030 ","2,444 ","29,921 ","10,601 ","12,152 ","212,697 ","48,616 ","77,913 ","66,267 ","44,935 ","10,784 ","6,616 ","45,634 ","89,869 ","48,021 ","18,290 ","45,478 ","25,154 ","5,473 ","2,986 ","11,689 ","13,790 ","24,894 ","3,940 ","27,715 ","37,407 ","3,424 ","10,046 ","18,161 ","30,705 ","6,336 ","19,113 ","5,009 ","13,767 ","13,621 ","17,317 ","2,943 ","5,800 ","17,348 ","5,639 ","14,885 ","30,689 ",51 ,"39,751 ","16,523 ","9,991 ",505 ,"1,574 ","16,222 ","16,754 ","379,075 ","296,592 ","2,874 ",660 ,"6,420 ","28,346 ","70,482 ","115,155 ","38,941 ","26,398 ","39,616 ","5,209 ","7,993 ","15,926 ","1,011 ","1,302,470 ","20,727 ","94,097 ","19,668 ","3,507 ","193,711 ","117,297 ","479,138 ","211,623 ","28,973 ","34,911 ","326,199 ","32,537 ","93,996 ","78,972 ","18,076 ","39,713 ","63,336 ","50,022 ","52,237 ","91,591 ","201,102 ","543,959 ","1,019,492 ","239,676 ","208,894 ","666,486 ","3,283,728 ","230,881 ","911,735 ","2,861 ","32,231 ","73,973 ","151,113 ","122,797 ","38,321 ","60,725 ","1,785,030 ","59,457 ","1,175,008 ","395,604 ","201,442 ","236,817 ","265,400 ","173,493 ","18,566 ","28,815 ","2,450 ","18,430,523 ","542,462 ",0 ,0 ,0 ,0 ,0 ,"1,797,314 ","2,339,776 ","20,770,299 ",,
742,인력공급 및 알선,"3,144 ","7,610 ","1,721 ","1,129 ","2,203 ","1,369 ","30,580 ","2,955 ",488 ,3 ,14 ,"2,728 ","63,176 ","10,392 ","9,366 ","4,920 ","14,982 ","7,399 ","53,180 ","24,306 ","15,281 ","6,473 ","11,472 ","3,417 ","8,438 ","3,848 ","12,383 ","46,603 ","6,281 ","11,989 ","18,569 ",831 ,"34,244 ","30,767 ","46,618 ",859 ,"70,225 ","5,211 ","45,275 ","25,955 ","54,539 ","2,115 ","32,640 ","7,154 ","9,598 ","19,825 ","26,772 ","20,606 ","82,537 ","11,159 ","14,033 ","38,125 ","13,989 ","6,855 ","25,885 ","36,154 ","11,648 ","135,749 ","28,522 ","45,172 ","56,615 ","41,781 ","22,227 ","102,537 ","46,275 ","92,783 ","99,590 ","122,389 ","120,795 ","37,633 ","47,879 ","57,528 ","73,591 ","49,466 ","110,048 ","21,870 ","12,376 ","37,875 ","20,403 ","15,408 ","18,787 ","50,297 ","6,190 ","11,947 ","14,619 ","13,774 ","22,683 ","13,628 ","15,635 ","10,555 ","19,564 ","26,941 ","19,081 ","307,710 ","11,530 ","309,558 ","1,467,075 ","8,020 ","18,318 ","8,757 ","24,737 ","41,932 ","881,881 ","184,036 ","6,137 ","5,111 ","1,407 ",163 ,240 ,310 ,"1,424,748 ","1,657,774 ","522,636 ","366,021 ","233,617 ","281,694 ","58,560 ","1,490,604 ","47,781 ","305,959 ","138,422 ","112,593 ","115,317 ","26,047 ","67,701 ","71,201 ","19,375 ","37,286 ","654,356 ","57,007 ","160,794 ","32,549 ","70,378 ","70,751 ","225,448 ","9,559 ","54,670 ","48,728 ","343,447 ","212,040 ","353,518 ","150,637 ",0 ,"120,300 ","114,558 ","163,818 ","1,656,188 ","9,292 ","30,300 ","18,130 ","93,468 ","354,679 ","252,589 ","227,267 ","1,101,951 ","36,431 ","371,609 ","53,513 ","878,785 ","143,064 ","230,030 ","29,736 ","27,810 ","21,266 ",516 ,"21,335,691 ","956,722 ",0 ,0 ,0 ,0 ,0 ,"2,111,215 ","3,067,937 ","24,403,628 ",,
749,기타 사업지원서비스,541 ,"2,504 ","1,955 ",146 ,"53,455 ","1,120 ","10,492 ","3,034 ",377 ,159 ,139 ,"5,741 ","7,413 ","19,418 ","3,933 ","3,320 ","7,478 ","7,883 ","8,584 ","44,494 ","7,478 ","2,903 ","41,856 ",752 ,"14,197 ","30,637 ","39,149 ","159,049 ","46,063 ","9,453 ","4,791 ",172 ,"43,875 ","31,079 ","66,776 ","5,408 ","203,269 ","2,834 ","69,870 ","18,963 ","70,361 ","6,077 ","26,763 ","12,990 ","7,572 ","56,912 ","14,904 ","11,531 ","64,392 ",402 ,"3,819 ","17,974 ","4,911 ","4,253 ","6,266 ","6,549 ","15,761 ","187,417 ","48,064 ","94,700 ","55,517 ","52,831 ","12,501 ","105,076 ","65,085 ","59,704 ","59,121 ","69,665 ","54,954 ","18,251 ","22,080 ","6,865 ","40,947 ","35,331 ","18,963 ","9,093 ","25,195 ","43,048 ","4,685 ","35,804 ","25,888 ","28,127 ","12,842 ","7,544 ","5,507 ","3,365 ","19,109 ","7,596 ","6,229 ","1,685 ","6,300 ","2,063 ","2,544 ","31,506 ","1,718 ","38,889 ","141,896 ","6,697 ","5,354 ","1,842 ","7,780 ","38,944 ","687,563 ","300,813 ","181,771 ","20,883 ","19,175 ","22,586 ","37,862 ","52,593 ","183,271 ","77,976 ","61,929 ","105,577 ","97,416 ","149,404 ","44,634 ","4,933,303 ","9,840 ","236,994 ","11,244 ","86,105 ","280,030 ","108,065 ","345,042 ","941,592 ","66,851 ","420,073 ","128,645 ","6,226 ","1,132,012 ","215,093 ","64,680 ","224,173 ","531,203 ","798,811 ","133,186 ","843,330 ","523,135 ","1,565,373 ","1,515,536 ","488,804 ",0 ,"98,103 ","4,962,313 ","803,119 ","2,327,989 ","12,290 ","57,789 ","208,806 ","290,679 ","138,162 ","91,390 ","662,684 ","418,963 ","47,530 ","929,737 ","68,463 ","435,952 ","587,489 ","671,002 ","180,302 ","60,668 ","119,063 ","1,001 ","33,666,812 ","817,850 ",0 ,0 ,0 ,0 ,0 ,"3,286,316 ","4,104,166 ","37,770,978 ",,
751,공공행정 및 국방,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"127,920 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,652,821 ","2,780,741 ","3,444,302 ","157,698,986 ",0 ,0 ,0 ,0 ,"20,823 ","161,164,111 ","163,944,852 ",,
752,사회보험서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,311,132 ",0 ,0 ,0 ,0 ,0 ,"4,311,132 ","4,311,132 ",,
760,교육서비스,146 ,193 ,152 ,29 ,540 ,239 ,98 ,"1,235 ",151 ,0 ,0 ,517 ,"3,387 ",176 ,996 ,"1,455 ","2,459 ","3,212 ","7,427 ","2,403 ","1,559 ",572 ,455 ,599 ,768 ,958 ,"2,305 ","1,319 ","1,055 ","2,091 ","1,268 ",209 ,"3,150 ","5,147 ","3,164 ",39 ,"15,669 ","5,881 ","4,319 ","5,568 ","9,611 ","2,536 ","3,155 ","3,534 ","2,333 ","10,891 ","10,009 ","9,466 ","26,116 ","1,593 ","2,529 ","4,841 ","1,904 ","1,839 ","3,913 ","3,472 ",380 ,"25,036 ","11,542 ","5,996 ","3,173 ","10,847 ","4,409 ","14,390 ","14,799 ","15,485 ","22,485 ","7,975 ","7,408 ","5,618 ","5,206 ",937 ,"1,892 ","2,072 ","17,775 ",867 ,"6,760 ","15,932 ","5,878 ","7,931 ","3,119 ","8,590 ","3,890 ","5,760 ","8,415 ","3,886 ","8,937 ","5,034 ","3,935 ","2,120 ","3,777 ","13,781 ",958 ,"9,613 ",366 ,"19,471 ","8,183 ",559 ,381 ,461 ,"1,224 ","1,575 ","126,490 ","13,396 ",144 ,"2,312 ","1,662 ","5,221 ","4,370 ","2,774 ","5,607 ","11,963 ","16,530 ","3,593 ","3,563 ","4,772 ",169 ,"608,763 ",352 ,"8,274 ","3,393 ","3,598 ","5,902 ","2,833 ","10,088 ","9,296 ","2,151 ","1,778 ","39,088 ","7,996 ","15,220 ","16,551 ","10,931 ","8,431 ","15,694 ","8,623 ","3,240 ","7,097 ","45,260 ","56,708 ","117,277 ","30,825 ",0 ,"63,783 ","15,660 ","125,092 ","72,164 ","1,588 ","10,935 ","42,776 ","9,744 ","10,569 ","6,202 ","17,269 ",0 ,"3,354 ","49,389 ","6,978 ","10,192 ","4,475 ","8,374 ","27,657 ","19,089 ","11,289 ",409 ,"2,266,403 ","51,746,200 ","72,098,541 ",0 ,0 ,0 ,0 ,"192,290 ","124,037,031 ","126,303,434 ",,
770,의료 및 보건,"9,605 ","12,114 ","4,240 ","8,825 ","17,295 ","4,085 ","33,383 ","4,554 ",821 ,11 ,48 ,"8,367 ","15,218 ","9,309 ","5,489 ","1,329 ","5,599 ","7,506 ","19,752 ","4,475 ","6,323 ","5,548 ","1,548 ","3,495 ","6,312 ","2,861 ","15,312 ","17,495 ","3,078 ","7,168 ","12,298 ",243 ,"8,024 ","20,486 ","8,053 ",265 ,"27,459 ","1,596 ","7,159 ","10,618 ","17,130 ","1,719 ","29,769 ","5,267 ","3,489 ","18,087 ","14,202 ","11,273 ","59,239 ","8,756 ","6,121 ","10,535 ","5,911 ","3,938 ","11,093 ","7,848 ","1,128 ","51,947 ","13,636 ","10,434 ","10,212 ","8,971 ","9,033 ","43,174 ","14,597 ","30,910 ","54,678 ","38,183 ","19,420 ","12,019 ","9,784 ","5,115 ","10,664 ","6,385 ","27,735 ","6,338 ","7,508 ","28,153 ","8,247 ","14,401 ","11,604 ","23,794 ","5,284 ","14,341 ","17,431 ","14,797 ","23,772 ","11,750 ","17,627 ","6,589 ","13,130 ","27,187 ","12,712 ","57,467 ","3,670 ","107,284 ","26,394 ","3,542 ","2,578 ","2,032 ","13,844 ","12,502 ","133,473 ","33,479 ","2,907 ","4,732 ","3,222 ","15,165 ","33,642 ","43,644 ","96,514 ","118,440 ","30,771 ","21,549 ","22,205 ","22,282 ","4,345 ","1,216,546 ","9,176 ","75,055 ","9,368 ","4,589 ","13,793 ","11,621 ","9,248 ","9,379 ","7,221 ","10,110 ","297,341 ","34,792 ","23,393 ","11,667 ","24,333 ","9,384 ","58,970 ","41,149 ","15,725 ","32,420 ","105,293 ","64,083 ","192,854 ","51,916 ","8,409 ","91,754 ","28,326 ","92,547 ","287,556 ","8,177 ","39,465 ","95,565 ","24,147 ","42,778 ","60,229 ","54,032 ","73,653 ",816 ,"248,349 ","418,093 ","118,978 ","66,001 ","99,259 ","44,562 ","38,871 ","47,931 ",684 ,"6,339,724 ","39,785,690 ","91,399,943 ",0 ,0 ,0 ,0 ,"175,158 ","131,360,791 ","137,700,515 ",,
780,사회복지서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"22,620,150 ","19,459,424 ",0 ,0 ,0 ,0 ,"18,187 ","42,097,761 ","42,097,761 ",,
